Common name,Species,Full taxonomy,Description
goffin's cockatoo,cacatua goffiniana,Animalia_Chordata_Aves_Psittaciformes_Cacatuidae_Cacatua_Licmetis_Cacatua goffiniana,"This cockatoo is amongst the smaller of the cockatoo species. The male and female look the same. At first sight they look like a white cockatoo with salmon/peachy/pink feathers on the face, and a pale gray bill. The undersides of the wing and tail feathers have a yellowish tinge. The same as all members in the Cacatuidae family, a Goffin's cockatoo is crested, meaning with a bunch of feathers on its head that it can raise or lower. These cockatoos are very graceful when flying."
leopard tortoise,stigmochelys pardalis,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Testudinoidea_Testudinidae_Stigmochelys_Stigmochelys pardalis,The Leopard tortoise is a big beautiful tortoise and is the fourth largest out of the tortoise family. Their shell pattern is attractive and also provides perfect camouflage in its home range. These animals are shy and they withdraw into the comfort of their shell when they sense any form of disturbance or danger.
indian ocean bottlenose dolphin,tursiops aduncus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Delphinidae_Tursiops_Tursiops aduncus,"The Indian Ocean bottlenose dolphin is a species of bottlenose dolphin. They are very similar to Common bottlenose dolphins in appearance. Indian Ocean bottlenose dolphins have a more slender body and their beak is longer and more slender. The Indian Ocean population also is somewhat lighter blue in colour. The cape is generally more distinct, with a light spinal blaze extending to below the dorsal fin. The most obvious distinction can be made with the presence of black spots or flecks on the bellies of adults of Indian Ocean bottlenose dolphins, although they are not always present. These black spots are very rare in Common bottlenose dolphins. The teeth can number between 23-29 in each upper and lower jaw, and are more slender than those of Common bottlenose dolphins."
osprey,pandion haliaetus,Animalia_Chordata_Aves_Accipitriformes_Pandionidae_Pandion_Pandion haliaetus,"The Osprey is a large fish-eating bird of prey with a cosmopolitan range. It has deep, glossy brown upperparts, while its breast is white and sometimes streaked with brown, and the underparts are pure white. The head is white with a dark mask across the eyes, reaching to the sides of the neck. The irises of the eyes are golden to brown, the bill is black, with a blue cere, and the feet are white with black talons. A short tail and long, narrow wings with four long, finger-like feathers, and a shorter fifth, give this bird a very distinctive appearance."
western gorilla,gorilla gorilla,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Hominidae_Gorilla_Gorilla gorilla,"The Western gorilla is a massive primate species with a short muzzle, proportionately large hands and the projecting brow ridge. They lack tails, having small ears and eyes, large nostrils and jet black skin. They have quite a large thumb and nails on all digits. They have large muscles on their jaws as well as strong, broad teeth. The whole body, with the exception of the face, ears, hands, and feet, is covered with dark tough fur. The fur of Western gorillas is brown to grey in color. Older male gorillas are called ""silverbacks"" due to the hair on their back and rump, which is originally grey, loosing with age."
checkered keelback,fowlea piscator,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Fowlea_Fowlea piscator,"The Checkered keelback is a medium-sized nonvenomous snake native to Asia. Its coloration is very variable; it consists of dark spots arranged quincuncially and often separated by a whitish network, or of black longitudinal bands on a pale ground, or of dark crossbands, with or without whitish spots. Two oblique black streaks, one below and the other behind the eye, are nearly constant. The lower parts are white, with or without black margins to the shields."
de brazza's monkey,cercopithecus neglectus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Cercopithecidae_Cercopithecinae_Cercopithecini_Cercopithecus_Cercopithecus neglectus,"De Brazza’s monkey is a large primate, native to Africa. This monkey belongs to guenons, otherwise known as the genus Cercopithecus. De Brazza’s monkey is so called after a Franco-Italian explorer Pierre Savorgnan de Brazza, who established Brazzaville, the capital city of Congo - one of the countries they are endemic to. Although these primates are generally arboreal, they can also spend their time in water and on the ground."
royal penguin,eudyptes schlegeli,Animalia_Chordata_Aves_Sphenisciformes_Spheniscidae_Eudyptes_Eudyptes schlegeli,"The largest species of crested penguin, these birds can be distinguished from other species of the genus by having a white face (though some individuals exhibit pale grey or dark grey coloration on their face). Males and females look similar, though females are smaller than males. Their close relatives are Macaroni penguins, these two having the same large, orange colored beak with the prominent pink skin on its base. In addition, these two species share the same sloppy, orange-yellow head crests. The crests on their head join on the forehead instead of running separately, as common in other crested penguins. The rest of the upper parts is colored blue-black while the under parts are silky white. Immature penguins are identified by darker beak, smaller head crest and by chrome yellow feathers on their forehead. In addition, immature individuals are usually less sturdy. On the other hand, juveniles are distinguished from adults by shorter crests as well as greyer chin and throat. First down feathers of chicks are dark greyish-brown, being darker on head and white on the under parts; the second down feathers are blacker on the upper parts."
lesser flamingo,phoeniconaias minor,Animalia_Chordata_Aves_Phoenicopteriformes_Phoenicopteridae_Phoenicoparrus_Phoeniconaias minor,"The Lesser flamingo is the smallest of all flamingos, but has the largest number of population. They have a bill of deep red, tipped with black. The wings are narrow and the primary and secondary flight feathers are black, and their wing coverts are red. They posses the ""hallux"" or hind toe that some other flamingos do not have. Their eyes are orange to yellow, surrounded by a ring of maroon. Males are a little taller than females. The feathers of juvenile are brown and they have a dark gray beak."
black-tailed jackrabbit,lepus californicus,Animalia_Chordata_Vertebrata_Mammalia_Lagomorpha_Leporidae_Lepus_Lepus californicus,"The Black-tailed jackrabbit is a common hare of the western United States and Mexico. Like other jackrabbits, it has distinctive long ears, and the long powerful rear legs characteristic of hares. The dorsal fur is agouti (dark buff peppered with black), and the undersides and the insides of its legs are creamy white. The ears are black-tipped on the outer surfaces, and unpigmented inside. The ventral surface of the tail is grey to white, and the black dorsal surface of the tail continues up the spine for a few inches to form a short, black stripe. The females are larger than males, with no other significant differences."
sidewinder,crotalus cerastes,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Viperidae_Crotalus_Crotalus cerastes,"The sidewinder is a venomous snake found in the desert regions of North America. The color pattern of these snakes consists of a ground color that may be cream, buff, yellowish-brown, pink, or ash gray, overlaid with 28-47 dorsal blotches subrhombic or subelliptical in shape. Their belly is white and the proximal lobe of the rattle is brown in adults. The coloration of sidewinders can change depending on the temperature-a process known as metachrosis. Females in this species are larger than males, which is unusual for this group of snakes."
swallow-tailed kite,elanoides forficatus,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Elanoides_Elanoides forficatus,"The Swallow-tailed kite is a raptor of warmer climates. Male and female birds appear similar having a contrasting deep black and white body. The flight feathers, tail, feet, and bill are all black. Another characteristic is the elongated, forked tail, hence the name swallow-tailed. Young individuals are duller in color than the adults, and their tail is not as deeply forked."
tibetan antelope,pantholops hodgsonii,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Pantholops_Pantholops hodgsonii,"The Tibetan antelope is a rare bovid native to the Tibetan plateau. Its coat is pale fawn to reddish-brown, with a whitish belly, and is particularly thick and woolly. The face is almost black in color, with prominent nasal swellings that have a paler color in males. In general, the coloration of males becomes more intense during the annual rut, with the coat becoming much paler, almost white, contrasting with the darker patterns on the face and legs. The horns are slender, with ring-like ridges on their lower portions and smooth, pointed, tips."
red-necked pademelon,thylogale thetis,Animalia_Chordata_Vertebrata_Mammalia_Marsupialia_Diprotodontia_Macropodidae_Thylogale_Thylogale thetis,Red-necked pademelons are forest-dwelling marsupials. They are brown-grey in color with a cream underbelly and a red-tinted neck and shoulders. Their tail is short and thick. It is rounded and lightly furred.
greater dwarf lemur,cheirogaleus major,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Cheirogaleidae_Cheirogaleus_Cheirogaleus major,"Greater dwarf lemurs have short, dense fur and very long tails. At the end of the wet season their tails will become somewhat swollen with fat. The coat of these animals is grey or reddish brown, and there are dark circles of fur around the eyes. Their ears are thin and have small hairs. The eyes are large and adapted for night vision."
big brown bat,eptesicus fuscus,Animalia_Chordata_Vertebrata_Mammalia_Chiroptera_Vespertilionidae_Eptesicus_Eptesicus fuscus,"The Big brown bat is a relatively large microbat distributed widely throughout North America, the Caribbean, and the northern portion of South America. Its dorsal fur is reddish-brown and glossy in appearance; its ventral fur is a lighter brown. Its snout, uropatagium (flight membrane between the hind limbs), and wing membranes are black and hairless. Its ears are also black in color; they are relatively short with rounded tips. The tragi (cartilage flaps in front of the ear canal) also have rounded tips."
african fish eagle,haliaeetus vocifer,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Haliaeetus_Haliaeetus vocifer,"The African fish eagle is a large species of eagle found throughout sub-Saharan Africa near large bodies of open water with an abundant food supply. Adults are mostly brown in color with a white head and large, powerful, black wings. The head, breast, and tail of African fish eagles are snow white, with the exception of the featherless face, which is yellow. Their eyes are dark brown in color. The hook-shaped beak, ideal for a carnivorous lifestyle, is yellow with a black tip. The plumage of the juvenile is brown in color, and the eyes are paler compared to the adult. The feet have rough soles and are equipped with powerful talons to enable the eagle to grasp slippery aquatic prey. Its distinctive cry is, for many, evocative of the spirit or essence of Africa."
common brushtail possum,trichosurus vulpecula,Animalia_Chordata_Vertebrata_Mammalia_Marsupialia_Diprotodontia_Phalangeridae_Trichosurus_Trichosurus vulpecula,"The Common brushtail possum is one of the most commonly seen possums in Sydney, where this animal occurs in urban areas, fearlessly associating with humans. The bushy tail of the animal has a prehensile tip and a naked patch on the under-side, which allows the possum easily grasp tree branches. Front feet possess rather sharp claws. Each of the hind feet has an opposable and clawless first toe, providing good grip. The second and third toes are webbed, equipped with a long and split claw, which is typically used in grooming."
chicken snake,spilotes pullatus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Spilotes_Spilotes pullatus,"The Chicken snake is a species of large nonvenomous colubrid snake native to warmer parts of the Americas. It has an impressive coloring and is considered one of the most beautiful South American snakes. Dorsally, the snake is black with yellow spots which may form crossbands. The tip of the snout is yellow. The head shields may be mostly yellow, or mostly black, or crossbanded with a combination of yellow and black, but the sutures between the shields are always black. Ventrally, it is yellow with irregular black crossbands."
painted turtle,chrysemys picta,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Emydidae_Deirochelyinae_Chrysemys_Chrysemys picta,"The Painted turtle is the most widespread native turtle of North America. Fossils show that the painted turtle existed 15 million years ago. These turtles have a long, oval, smooth shell with little grooves where the large scale-like plates overlap, and flat-bottomed. The color of the top shell (carapace) varies from olive to black. The bottom shell (plastron) is yellow, sometimes red, sometimes with dark markings in the center. Similar to the top shell, the turtle's skin is olive to black, but with red and yellow stripes on its neck, legs, and tail. Painted turtles have a very distinctive head. The face has only yellow stripes, with a large yellow spot and streak behind each eye, and on the chin two wide yellow stripes that meet at the tip of the jaw. As with other pond turtles, the Painted turtle's feet are webbed to aid swimming."
domestic pig,sus scrofa domesticus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Suidae_Sus_Sus scrofa domesticus,"Domestic pigs are commonly known as approachable, loyal and highly intelligent creatures. These animals are rather large representatives of even-toed ungulates. Additionally, they are noticeably larger and slower than the wild pigs, from which they are bred. This practice helps improve the size, temperament and other important features of the animals. Crossbreeding with wild pigs such as woolly boars has produced different types of pigs, the most common of which is this domestic pig. The animal is amazingly clean and don't tend to soil their home ranges. Those found outside the factory farms typically spend their active time playing or taking sunbaths. These animals are also known to possess a highly-developed sense of smell, which helps them explore their surroundings."
woodland jumping mouse,napaeozapus insignis,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Dipodidae_Zapodinae_Napaeozapus_Napaeozapus insignis,"The Woodland jumping mouse is a medium-sized rodent and is similar to North American jumping mice but differs in having a white tail tip, brighter colors, and the lack of a small premolar in the upper jaw. Its sides are yellowish or reddish-brown peppered with black hairs. Dark-tipped hairs are intermixed with the dark brown dorsal band running from nose to tail. The underparts and feet are white. The tail is dark brown above and creamy white below with a white tip and is sparsely haired, thin, tapered, and scaly. These mammals can jump up to 3 m (9.8 ft) using their extremely strong feet and long tails."
green jay,cyanocorax luxuosus,Animalia_Chordata_Aves_Passeriformes_Corvidae_Cyanocorax_Cyanocorax luxuosus,"The Green jay is a colorful and noisy tropical bird. It belongs to the New World jays that are found in the Americas. Adult birds are variable in color across their range; they usually have blue and black heads, green wings and mantle, bluish-green tails, black bills, yellow or brown eye rings, and dark legs. These birds have large nasal bristles that form a distinct tuft in some subspecies but are less developed in others. The color of the iris varies and ranges from dark brownish to bright yellow."
prairie kingsnake,lampropeltis calligaster,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Lampropeltis_Lampropeltis calligaster,"The Prairie kingsnake is a nonvenomous species of kingsnake native to North America. It is light brown or grey in color, with dark grey, dark brown, or reddish-brown blotching down the length of their bodies. Some specimens have their markings faded, to appear almost a solid brown color. Juveniles usually have a brown stripe down the back of their bodies. They have two black spots behind the head and smaller black spots down the back on both sides of the stripe."
red-eyed crocodile skink,tribolonotus gracilis,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Scincidae_Tribolonotus_Tribolonotus gracilis,"The Red-eyed crocodile skink is a unique-looking species of skink that is sometimes kept as an exotic pet. It is native to New Guinea, where it lives in the tropical rainforest. It was first described by Nelly de Rooij in 1909."
keel-billed toucan,ramphastos sulfuratus,Animalia_Chordata_Aves_Piciformes_Ramphastidae_Ramphastos_Ramphastos sulfuratus,Keel-billed toucans are colorful Latin American member of the toucan family. These birds are most known for their large and colorful bill that averages around 12-15 cm (4.7-5.9 in); it is mainly green with a red tip and orange sides. The plumage of Keel-billed toucans is mainly black with a yellow neck and chest. They have blue feet and red feathers at the tip of their tail.
cuvier's dwarf caiman,paleosuchus palpebrosus,Animalia_Chordata_Vertebrata_Reptilia_Crocodilia_Alligatoridae_Paleosuchus_Paleosuchus palpebrosus,"The Cuvier's dwarf caiman is a small harmless crocodile native to South America. It is sometimes kept in captivity as a pet and may be referred to as the Wedge-head caiman by the pet trade. Cuvier's dwarf caimans have strong body armor on both its dorsal (upper) and ventral (lower) sides. Their head has an unusual shape for a crocodilian, with a dome-shaped skull and a short, smooth, concave snout with an upturned tip, the shape rather resembling the head of a dog. The upper jaw extends markedly further forward than the lower jaw. Adults are dark brownish-black with a dark brown head, while juveniles are brown with black bands. The irises of the eyes are chestnut brown at all ages and the pupils are vertical slits."
northern sportive lemur,lepilemur septentrionalis,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Lepilemuridae_Lepilemur_Lepilemur septentrionalis,"The Northern sportive lemur is distinguished by a dark band on its pale grey-brown back, stretching from the head to the tail. This animal is among the smallest Lepilemur species. The forward pointing eyes provide the Northern sportive lemur with a well-developed binocular vision. This lemur exhibits grey under-parts as well as brown coloration around its head top and shoulders. It travels between trees by taking leaps. The Northern sportive lemur leaps in an upright vertical posture, using the pads on its feet to cling to a tree, after which the animal rushes to a neighboring tree."
northern fulmar,fulmarus glacialis,Animalia_Chordata_Aves_Procellariiformes_Procellariidae_Fulmarus_Fulmarus glacialis,"Northern fulmars are long-lived seabirds of the North Atlantic and North Pacific oceans. Fulmars come in one of two color morphs: a light one, with white head and body and gray wings and tail, and a dark one which is uniformly gray. Though similar in appearance to gulls, fulmars are in fact members of the family, which include petrels and shearwaters."
bar-headed goose,anser indicus,Animalia_Chordata_Aves_Anseriformes_Anatidae_Anser_Anser indicus,Meet the Bar-headed goose - one of the world's highest-flying birds. These medium to large pale grey birds are native to Central Asia and are easily distinguished by the black bars on their head for which they get their common name. Both males and females are similar in appearance but males are slightly larger and heavier than females.
zebra finch,taeniopygia guttata,Animalia_Chordata_Aves_Passeriformes_Estrildidae_Taeniopygia_Taeniopygia guttata,"Zebra finches are the most common songbirds in Central Australia. Males have a colorful plumage consisting of white, black, gray, orange and brown colors; female Zebra finches are uniformly gray. Both sexes have red eyes and orange bill. Young birds are similar to females but their eyes are grey-brown and the bill is black."
cuban amazon,amazona leucocephala,Animalia_Chordata_Aves_Psittaciformes_Psittacidae_Amazona_Amazona leucocephala,"The Cuban amazon, as its name suggests, comes from Cuba, where it is called ""Loro o Cotorra de Cuba."" It is about the same size as a pigeon and is amongst the smallest Amazon parrots. Its plumage is mainly green, with bright pinky-red cheeks and throat, white feathers around and above its eyes, and a purple-pink to dull maroon abdomen. Its primaries or outer flight feathers are blue. The different species have feathers of different colors, particularly on their face, chin and throat. Their bill is pale yellow or is horn-colored and their eyes are olive-green."
campbell's dwarf hamster,phodopus campbelli,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Cricetidae_Phodopus_Phodopus campbelli,"The Campbell’s dwarf hamster is native to Eastern and Central Asia. The species is named after W.C. Campbell, who discovered this animal in Mongolia in 1902. Endemic to Djungaria region of Mongolia, these animals are sometimes called 'Djungarian hamsters', but they differ from this closely related species by the lack of dark fur on their crown as well as smaller ears. These hamsters have been bred as laboratory animals in the UK since 1968. In 1980s, they gain popularity in the pet market. On its dorsum, this animal exhibits a band, very similar to that of the Djungarian hamster. The fur on the stomach is grey."
arctic ground squirrel,spermophilus parryii,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Spermophilus_Spermophilus parryii,"Arctic ground squirrels are the biggest and most northern-dwelling of all North American ground squirrels. Their fur is brown with white spots, except the underside is usually off-white. They molt twice a year, and their coat is typically more soft and fine, and a reddish-brown color in spring, turning to gray-brown and being stiff and thick when winter approaches. Arctic ground squirrels have stubby legs with four toes. They walk using all four legs."
california condor,gymnogyps californianus,Animalia_Chordata_Aves_Accipitriformes_Cathartidae_Gymnogyps_Gymnogyps californianus,"The California condor is North America’s largest bird, and once dominated skies in the west. It is black with white patches under its wings, and its bald head has very few feathers. Its head color ranges from reddish purple to white, and its bareness is a hygienic adaptation to eating dead and rotting meat, sticking its head inside the carcasses to feed. Such scavengers are a vital part of the natural ecosystem, acting as nature’s cleaning crew."
dama gazelle,nanger dama,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Antilopinae_Nanger_Nanger dama,"Dama gazelle is definitely one of the most elegant and graceful creatures around the globe. Additionally, it's the largest gazelle in the world. This adorable animal is endemic to arid habitats, found along the southern edges of the Sahara Desert. Unfortunately, Dama gazelle is now threatened with total extinction as a result of local climate change, encroachment, frequent military and civil conflict as well as excessive hunting. Gazelles are even-toed ungulates (otherwise called hoofed animals), which means that they exhibit an equal number of functional toes on each of their feet. These animals are widespread throughout Africa and Asia, where they are represented by 19 species."
onager,equus hemionus,Animalia_Chordata_Vertebrata_Mammalia_Perissodactyla_Equidae_Equus_Asinus_Equus hemionus,"The Onager is an ass species with a characteristic wide, black colored dorsal band that is fringed with white and absent in the Mongolian wild ass. This ungulate exhibits a white belly, buttocks and muzzle. It's the most horse-like ass species in the world. Coloration of their coat changes with season. Thus, the winter coat of these animals is light brown, whereas the summer coat is reddish brown."
henslow's sparrow,centronyx henslowii,Animalia_Chordata_Aves_Passeriformes_Passerellidae_Centronyx_Centronyx henslowii,"Henslow's sparrows are small songbirds found in North America. Adults have streaked brown upperparts with a light brown breast with streaks, a white belly, and a white throat. They have a pale stripe on the crown with a dark stripe on each side, an olive face and neck, rust-colored wings, and a short dark forked tail."
ankarana sportive lemur,lepilemur ankaranensis,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Lepilemuridae_Lepilemur_Lepilemur ankaranensis,Ankarana sportive lemurs are medium-sized primates. They are one of the smaller sportive lemurs. The color of their fur is light grayish-brown with a gray underside. They often have a dark stripe extending along the spine from the crown of their head and there are also brownish tinges in the shoulder area. The tail is pale brown getting darker closer the tip.
mourning dove,zenaida macroura,Animalia_Chordata_Aves_Columbiformes_Columbidae_Zenaida_Zenaida macroura,"Mourning doves live in the American southwest, as do several other species in the Columbidae or pigeon family. The genus name is in honor of Princess Zénaïde Charlotte Julie Bonaparte, who was the zoologist Charles Lucien Bonaparte’s wife and first cousin. Macroura means, “long-tailed”, referring, of course, to the bird’s long tail. Its plaintive ooAAH-cooo-coo-coo does sound like a bird in despair. Early naturalists believed this when they heard the “mournful” song. This anthropomorphic view is wrong. These birds are not mourning for lost ones, instead, their beautiful songs are meant for breeding purposes and territorial displays."
baikal seal,pusa sibirica,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Pinnipedia_Phocidae_Pusa_Pusa sibirica,"Baikal seals are tiny seals that are members of the family Phocidae. They are native to Siberia and live only within Lake Baikal, from where their common name comes. They are the only type of freshwater seal type and it is still unknown how they arrived in the lake, thousands of kilometers from a seal’s traditional habitat of the sea. The theory is that seals went along the Yenisey and Angara rivers to the Baikal and settled there. The existence of an underground channel between the lake and Lena River and the lake was also proposed, but no scientific basis has been found for this."
hourglass dolphin,lagenorhynchus cruciger,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Delphinidae_Lagenorhynchus_Lagenorhynchus cruciger,"The Hourglass dolphin is so called because of the two white colored markings, connected by a thin white band on either flank, reminding an hourglass. This dolphin is also known as a 'sea caw' because of its black-and-white coloration. In Latin, the species is called 'cruciger', meaning 'cross-bearing', since the black and white coloration on the back of the animal appears to be a cross from above. This small and robust dolphin has a stocky and short body. The dolphin has a large dorsal fin. In addition, the tail of the animal often seems to be keeled. Presently, there is no accurate information on the life expectancy of the Hourglass dolphin. However, we can get an idea about the life expectancy of this animal from the lifespan of related species. The dolphin is thought to live as long as other members of its genus. For example, the Atlantic white-sided dolphin lives up to 27 years, while the Pacific white-sided dolphin can live up to 46 years."
sika deer,cervus nippon,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Ruminantia_Cervidae_Cervinae_Cervus_Cervus nippon,"The Sika deer also known as the spotted deer or the Japanese deer, is a species of deer native to much of East Asia, and introduced to various other parts of the world. Sika deer are either small or medium sized, depending on where they live. They all have a very small head and short legs. The males' antlers generally have three or four points on them, though some with a more dominant role have more. Females have two black bumps on their head instead. Sika deer are yellow brown to reddish-brown, and they have a dark dorsal stripe which is surrounded in the summer by white spots. During winter, their color is dark gray to black with no spots or just very faint ones."
blue-eyed black lemur,eulemur flavifrons,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Lemuridae_Eulemur_Eulemur flavifrons,"One of the Madagascan lemur species most recently discovered could also be amongst the first to disappear. The Blue-eyed black lemur, identified as a species only in 2008, could be extinct within 11 years because of rapid deforestation of its only habitat. These striking animals already have a place on the list of the 25 most endangered primates in the world. Their population has declined more than 80 percent subsequent to their discovery in 1983. They were first considered a subspecies of the Black lemur but a few years ago they were finally reclassified as being a distinct species. The Blue-eyed black lemurs have striking sexual dimorphism in color. Males are black, and females have a coat that is reddish-tan in color over the entire body. They all have turquoise blue eyes."
sea mink,neovison macrodon,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Mustelidae_Mustelinae_Neovison_Neovison macrodon,"Sea minks are a species that has become extinct in recent times. They were close relatives to American minks and lived on the coast of the Atlantic. The last known sea mink was taken from an island in the Gulf of Maine in 1880, the year attributed to being its last year of existence. Little is known about this species as it was exterminated from its native range before any scientists could analyze it. It was almost fifty percent bigger than its closest relatives. Their body was flatter in comparison to the American mink. Their tail was long and bushy and they had a coarser reddish-brown coat. The females were shorter than the males. Their lifespan was not known. The American mink, a close relative, lives on average for 6 years in the wild, 10 years in captivity."
desert hedgehog,paraechinus aethiopicus,Animalia_Chordata_Vertebrata_Mammalia_Eulipotyphla_Erinaceidae_Paraechinus_Paraechinus aethiopicus,"The Desert hedgehog lives in arid desert regions, as it name implies, and is the smallest member in the hedgehog family. It is widespread and is found throughout the Middle East and parts of Africa. The most distinctive feature is its contrasting dark muzzle and wide, white, spineless band across its face, which extends to its sides. It is a highly adaptable little animal and so has thrived and maintained a stable population in spite of the encroaching human habitation. Typically, hedgehogs in the wild live for 3-4 years and in captivity have been known to survive as long as 10. However, the lifespan of this species of hedgehog has not been documented."
house crow,corvus splendens,Animalia_Chordata_Aves_Passeriformes_Corvidae_Corvus_Corvus splendens,"The House crow is a common member of the crow family originally from Asia but now in many regions of the world, shipping having assisted its arrival. It is relatively small and slim-bodied, with long legs and plumage that is mostly black or blackish-slate. ‘Shining raven’ is the meaning of its scientific name, referring to its glossy, jet-black feathers around the face, chin, crown, and throat. Males and females are similar in appearance. Juveniles have duller plumage which does not feature the adults’ glossy black sheen."
eastern indigo snake,drymarchon couperi,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Drymarchon_Drymarchon couperi,"The Eastern indigo snake is a large, non-venomous snake native to the eastern United States. It is the longest native snake species in the U.S. These snakes have uniform blue-black dorsal and lateral scales, with some specimens having a reddish-orange to tan color on the throat, cheeks, and chin. They received their common name from the glossy iridescent ventral scales which can be seen as blackish-purple in bright light. Unlike many snakes, mature male indigo snakes are slightly larger than females."
red ruffed lemur,varecia rubra,Animalia_Chordata_Vertebrata_Mammalia_Primates_Strepsirrhini_Lemuridae_Varecia_Varecia rubra,"The Red ruffed lemurs are unique, medium-sized lemurs with a primate-like appearance. These animals differ greatly from all other types of lemur. They exhibit thick, soft, reddish coat with a long, black and heavily furred tail. The tail base is ringed with pink colored fur. On the top of their head, the Red ruffed lemurs display a conspicuous white colored tuff. They have black faces and long snouts."
olinguito,bassaricyon neblina,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Procyonidae_Bassaricyon_Bassaricyon neblina,"The olinguito is the smallest species in the Procyonidae* family, which are animals found solely in the New World, which also includes raccoons, coatis, olingos, and kinkajous. In 2013 they were described as a new species. They have dense woolly fur that is thicker and more colorful (reddish brown or orange) than the olingos, its closest relatives. This animal looks like a mix between a teddy bear and a cat, and for more 100 years has been mistakenly identified. This finding is important for science because the species has occurred again in the western hemisphere after 35 years."
egyptian tortoise,testudo kleinmanni,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Testudinoidea_Testudinidae_Testudo_Testudo kleinmanni,"Once found throughout Egypt and Libya, this tortoise - one of the smallest in the world - effectively is extinct in Egypt as a result of habitat destruction. Although there are two populations in Libya, much of the coastline habitat has been lost. Today Egyptian tortoises continue to decline because of the illegal pet trade and hunting for folk medicine."
colorado chipmunk,neotamias quadrivittatus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Neotamias_Neotamias quadrivittatus,"Colorado chipmunks are medium-sized rodents in the squirrel family. Chipmunks are distinguished from ground squirrels in that their faces have a stripe going across under the eye. Fur color of Colorado chipmunks is orange with yellowish-brown on the sides, the head is cinnamon and the belly is white in color. Their tail is black on the tip, white on the sides, and tawny underneath."
nose-horned viper,vipera ammodytes,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Viperidae_Vipera_Vipera ammodytes,"The Nose-horned viper is a venomous snake found in southern Europe and parts of the Middle East. It is reputed to be the most dangerous of the European vipers due to its large size, long fangs, and high venom toxicity. The most distinctive characteristic of theses snakes is a single ""horn"" on their snout. It grows to a length of about 5 mm (0.20 in) and is actually soft and flexible. The color pattern is different for males and females. In males, the head has irregular dark brown, dark gray, or black markings. A thick, black stripe runs from behind the eye to behind the angle of the jaw. The tongue is usually black, and the iris has a golden or coppery color. Males have a characteristic dark blotch or V marking on the back of the head. The ground color for males includes many different shades of gray, sometimes yellowish or pinkish-gray, or yellowish-brown. A row of indistinct, dark (occasionally yellowish) spots runs along each side, sometimes joined in a wavy band. Females have a similar color pattern, except that it is less distinct and contrasting. They usually lack the dark blotch or V marking on the back of the head that the males have. Ground color tends more towards browns and bronzes, such as grayish-brown, reddish-brown, copper, ""dirty cream"", or brick red. Both sexes have a zigzag dorsal stripe set against a lighter background. The belly color varies and can be grayish, yellowish-brown, or pinkish, ""heavily clouded"" with dark spots. Underneath, the tip of the tail may be yellow, orange, orange-red, red, or green. Juveniles are about the same color as adults."
