Common name,Species,Full taxonomy,Description
common kestrel,falco tinnunculus,Animalia_Chordata_Aves_Falconiformes_Falconidae_Falco_Falco tinnunculus,"Common kestrels are widespread birds of prey; they are small compared with other raptors, but larger than most songbirds. Common kestrels are mainly light chestnut brown in color with blackish spots on the upperside and buff with narrow blackish streaks on the underside; the remiges are also blackish. The males have fewer black spots and streaks and their cap and tail are blue-grey. The tail is brown with black bars in females, and has a black tip with a narrow white rim in both sexes. All common kestrels have a prominent black malar stripe like their closest relatives. The cere, feet, and a narrow ring around the eye are bright yellow; the toenails, bill and iris are dark. Juveniles look like adult females, but the underside streaks are wider; the yellow of their bare parts is paler."
budgerigar,melopsittacus undulatus,Animalia_Chordata_Aves_Psittaciformes_Psittaculidae_Melopsittacus_Melopsittacus undulatus,"The budgerigar is a long-tailed, seed-eating parrot usually nicknamed the budgie, or in American English, the parakeet. Naturally, it is green and yellow with black, scalloped markings on the nape, back, and wings. Budgies are bred in captivity with the coloring of blues, whites, yellows, greys, and even with small crests. They are the third most popular pet in the world, after the domesticated dog and cat. Budgerigars are nomadic flock parakeets that have been bred in captivity since the 19th century. In both captivity and the wild, these parrots breed opportunistically and in pairs."
ferruginous pygmy owl,glaucidium brasilianum,Animalia_Chordata_Aves_Strigiformes_Strigidae_Glaucidium_Glaucidium brasilianum,"The Ferruginous pygmy owl is the most widely distributed pygmy owl and is probably one of the most numerous owl species in Central America and South America. It is a small and stocky bird with disproportionately large feet and talons. The crown has elongated white/buff streaks, the wing coverts have white spots, and the underparts are heavily streaked white. There are prominent white supercilia above the facial disc and dark two spots on the nape, often termed ""false eyes"" by birders. The overall color of these birds is highly variable, ranging from grey-brown with a black-and-white barred tail to rich rufous with a uniform rufous tail. The males and females are similar in appearance although females are slightly larger and often more reddish in color."
red-tailed squirrel,sciurus granatensis,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Sciurus_Sciurus granatensis,Red-tailed squirrels are medium-sized tree squirrels. The color of their coat varies depending on location. It can range from dark orange to dull yellow sprinkled with black to all black. Their bellies can be white to bright orange-rust. These squirrels have bushy tails which are yellowish brown in color and may have a black tip. During the winter the color of their coat differs slightly from the summer coat.
american red squirrel,tamiasciurus hudsonicus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Tamiasciurus_Tamiasciurus hudsonicus,"The American red squirrel is amongst the smaller of the tree squirrels. Its fur color can be very different, depending on the season and where it lives. Brownish or reddish are the usual colors of the upper parts. In summer, it has a black stripe along its side, which separates the dark upper fur from the creamy or white fur. The squirrel's tail is often edged with white and is not as thick as in other tree squirrels in North America. Its large black eyes are encircled by white bands. This squirrel's compact, muscled body, strong claws, and strong back legs make it good at climbing and running through trees."
eurasian magpie,pica pica,Animalia_Chordata_Aves_Passeriformes_Corvidae_Pica_Pica pica,"The Eurasian magpie is a resident breeding bird throughout the northern part of the Eurasian continent. It is glossy black in color with a metallic green and violet sheen; the belly and scapulars (shoulder feathers) are pure white. The graduated tail is black, glossed with green and reddish-purple. The plumage of the sexes is similar but females are slightly smaller. The young resemble the adults but are at first without much of the gloss on the sooty plumage. The young have the malar region pink and somewhat clear eyes. Their tail is much shorter than the adults."
indian peafowl,pavo cristatus,Animalia_Chordata_Aves_Galliformes_Phasianidae_Pavo_Pavo cristatus,"The Indian peafowl is a magnificent member of the pheasant family native to the Indian subcontinent. It has also been introduced to many other countries. The male (peacock) is brightly colored, with a predominantly blue fan-like crest of spatula-tipped wire-like feathers and is best known for the long train (tail) made up of elongated upper-tail covert feathers which bear colorful eyespots. These stiff feathers are raised into a fan and quivered in a display during courtship. Despite the length and size of these covert feathers, peacocks are still capable of flight. Females (peahens) lack the train and have a greenish lower neck and duller brown plumage. Downy chicks are pale buff with a dark brown mark on the nape that connects with the eyes. Young males look like the females but their wings are chestnut colored."
rainbow lorikeet,trichoglossus moluccanus,Animalia_Chordata_Aves_Psittaciformes_Psittaculidae_Trichoglossus_Trichoglossus moluccanus,"The Rainbow lorikeet is a medium-sized colorful parrot found in Australia. Its head is deep blue with a greenish-yellow nuchal collar, and the rest of the upper parts (wings, back, and tail) are green. The chest is orange/yellow in color. The belly is deep blue, and the thighs and rump are green. In flight a yellow wing-bar contrasts clearly with the red underwing coverts. The males and the females in this species are similar in appearance and juveniles have a black beak, which gradually brightens to orange in the adults."
crested porcupine,hystrix cristata,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Hystricidae_Hystrix_Hystrix cristata,"The world's largest porcupine, this rodent exhibits black and white quills along its head. The Crested porcupine is so called due to its back, which can raise, becoming a crest on occasion. The solid and sharp quills, covering the body of this animal, serve as a mean of self-defense against predators and are 35 cm (14 in) in length, displaying alternating light and dark stripes. These prickles are wide, thin walled and hollow-tipped. When the Crested porcupine is threatened, these quills vibrate, producing a hiss-like sound. The quills of this rodent are so sharp, that the animal can injure lions, leopards, hyenas and humans."
gopher tortoise,gopherus polyphemus,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Testudinoidea_Testudinidae_Gopherus_Gopherus polyphemus,"The Gopher tortoise is one of a group of North American land tortoises that originated 60 million years ago, and is therefore one of the oldest species alive today. They are named for their ability to dig big, deep burrows. Their burrows are often used by a range of other species in the ecosystem, making these animals a keystone species having a pivotal role in their native community. They have front legs like shovels that help them dig, and they have strong sturdy back legs. Like all tortoises, the undersides of the males’ shells are concave, which is different to the females. They also have longer tails, and their shells, which they use for butting or ramming, extend under their chins, but females are larger."
marsh rabbit,sylvilagus palustris,Animalia_Chordata_Vertebrata_Mammalia_Lagomorpha_Leporidae_Sylvilagus_Sylvilagus palustris,"The Marsh rabbit is a small cottontail rabbit found in Eastern and Southern United States. It is a strong swimmer and found only near regions of water. The Marsh rabbit has blackish-brown or dark reddish fur. The belly is a dingy brownish-gray in most but can also have a dull white appearance in mainland rabbits. The leading edges of the ears display small black tufts with ochre on the inside. The black portions of the upper parts often change to a dull grayish buff in spring and summer months, returning to a reddish or ochre color in fall, followed by darker black in the winter. Rabbits of peninsular Florida are typically darker and redder in color with a cinnamon-rufous nape, feet, and legs. Juveniles are much darker and duller in color than adults."
red-bellied black snake,pseudechis porphyriacus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Elapidae_Pseudechis_Pseudechis porphyriacus,"The Red-bellied black snake is a venomous snake endemic to Australia. It is one of eastern Australia's most commonly encountered snakes. It is not an aggressive species and generally retreats from encounters with people, but can attack if provoked. These snakes have a glossy black top body with a light-grey snout and brown mouth, and a completely black tail. They lack a well-defined neck; their head merges seamlessly into the body. Their flanks are bright red or orange, fading to pink or dull red on the belly. All these scales have black margins. Snakes from northern populations tend to have lighter, more cream or pink bellies. Males in this species are generally slightly larger than females."
red howler monkey,alouatta seniculus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Haplorhini_Simiiformes_Atelidae_Alouatta_Alouatta seniculus,"Red howlers are the biggest of the howler monkeys. This monkey has thick, brownish to dark red fur, with gold or bright orange underparts, the color varying with the age and where the animal lives. The naked dark face is surrounded by fur. They have a somewhat stubby nose and their wide jaw is covered in a thick beard. An enlarged hyoid bone in the mouth at the base of the tongue causes the throat to look swollen. Males are bigger and their beard is darker and heavier. Their tails are very long and without fur on the underneath of the last third, providing better grip for holding onto branches."
hermit thrush,catharus guttatus,Animalia_Chordata_Aves_Passeriformes_Turdidae_Catharus_Catharus guttatus,"Hermit thrushes are medium-sized North American songbirds. Adults are mainly brown on the upperparts, with reddish tails and have a characteristic white-dark-white underwing pattern. Their underparts are white with dark spots on the breast and grey or brownish flanks. They have pink legs and a white eye-ring. Birds in the east are more olive-brown on the upperparts; western birds are more grey-brown."
southern ground hornbil,bucorvus leadbeateri,Animalia_Chordata_Aves_Bucerotiformes_Bucorvidae_Bucorvus_Bucorvus leadbeateri,"The Southern ground hornbill is one of two species of ground hornbill, which are both found solely within Africa; it is the largest species of hornbill worldwide. The Southern ground hornbill is characterized by black coloration and vivid red patches of bare skin on the face and throat (yellow in juvenile birds), which are generally believed to keep dust out of the birds' eyes while they forage during the dry season. The white tips of the wings (primary feathers) seen in flight are another diagnostic characteristic. The beak is black and straight and presents a casque, more developed in males. Females are smaller and have violet-blue skin on their throats. Juveniles to six years old lack the prominent red pouch but have a duller patch of grey in its place."
white-headed capuchin,cebus capucinus,Animalia_Chordata_Vertebrata_Mammalia_Primates_Cebidae_Cebus_Cebus capucinus,"The White-headed capuchins are easily recognizable primates, belonging to the group of New World monkeys. These animals are endemic to Central America and northern parts of South America. These are medium sized monkeys, found in jungles. The White-headed capuchins are among the most intelligent monkeys around the globe. They are closely associated with humans. They are traditionally kept by organ grinders. Additionally, these primates are known to help paraplegic people."
killer whale,orcinus orca,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Delphinidae_Orcinus_Orcinus orca,"The Orca, also known as the ""killer whale"" is one of the toothed whales and the largest member of the dolphin family. They have long, round bodies with big dorsal fins in the middle of their back. Their bodies are black with white patches underneath and near their eyes. These distinctive patterns help to camouflage them when they are searching for food. In newborns, the white parts of their body have an orange tinge."
wedge-tailed eagle,aquila audax,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteoninae_Aquila_Aquila audax,"The Wedge-tailed eagle is the largest bird of prey in Australia, which is also found in Papua New Guinea, and Indonesia. It has long, fairly broad wings, fully feathered legs, and an unmistakable wedge-shaped tail. Young eagles are mid-brown in color with slightly lighter and reddish-brown wings and head. As they grow older, their color becomes darker, reaching a dark blackish-brown shade after about 10 years. Adult females tend to be slightly paler than males."
gray ratsnake,pantherophis spiloides,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Pantherophis_Pantherophis spiloides,"Gray ratsnakes are large nonvenomous snakes native to North America. In the southern part of their range these snakes retain the juvenile pattern of dark elongate dorsal blotches separated by four, or more, pale gray body scales, a light gray crown with dark striping that forms an anteriorly facing spearpoint, and a solid band which covers the eyes and extends rearward to the posterior upper labial scales. However, in the northern part of their range, Gray ratsnakes are black in adulthood. The venter is usually off-white or pale gray with darker irregular blotches. The dorsal scale rows around midbody are usually weakly keeled."
long-eared owl,asio otus,Animalia_Chordata_Aves_Strigiformes_Strigidae_Asio_Asio otus,"The Long-eared owl is one of the most widely distributed and most numerous owl species in the world. It is a rather slim and long-winged bird with usually prominent erectile ear tufts, which are positioned closer to the center of the head than in many other types of owl. In general, the coloration of the Long-eared owl is often considered a hue of ochraceous-tawny with a grayish or brownish wash. The base color is commonly overlaid with variable blackish vertical streaks (and occasionally spots), which are usually more apparent about the wings and back. The facial disc is visibly well developed and variably colored in the species. The ear tufts are usually dusky in front and paler tawny on the back. The Long-eared owl possesses a blackish bill and its eyes may vary from yellowish-orange to orange-red."
common blackbird,turdus merula,Animalia_Chordata_Aves_Passeriformes_Turdidae_Turdus_Turdus merula,"An elegant bird with a melodious song, the Common blackbird is rather territorial during the breeding period. These birds live close by humans. Adult males are, as per their name, totally black, with a bright golden-yellow beak and, during spring and summer, a yellow ring around their eyes. Towards summer’s end the beak starts to turn darker. Females are brown with streaky dark mottling on their paler, reddish brown breast. Juveniles look like females, but have pale spots on their upperparts."
cattle egret,bubulcus ibis,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Ardeidae_Bubulcus_Bubulcus ibis,"Among the species of the same category, the Cattle egret has a relatively small body. It has long brownish hair on the crown of its head. The feathers are white with slight brown coloring. Lean and short legs are reddish brown in color. The Cattle egret has a slender reddish beak with a bright yellow top."
eastern mole,scalopus aquaticus,Animalia_Chordata_Vertebrata_Mammalia_Eulipotyphla_Talpidae_Scalopini_Scalopus_Scalopus aquaticus,"Eastern moles are small mammals with velvety gray fur, a slim pointy nose, tiny eyes, large front paws, scoop-shaped for digging, and short hairless tails. It is a secretive animal and rarely seen, but it leaves obvious signs of its activity - mounds of excavated dirt (molehills or “push ups”) - and raised earth tunnels that it builds in gardens, lawns and fields. They have no external ears or eyes though it may be that their poorly developed eyes can detect light. One individual in captivity lived for longer than 36 months but in the wild it is thought that they live for less."
plains garter snake,thamnophis radix,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Thamnophis_Thamnophis radix,"The Plains garter snake is a slender, medium-sized snake native to the United States and Canada. This species is mildly venomous, although the venom is not toxic to humans. The Plains garter snake has a distinctive orange or yellow stripe from its head to tail, and the rest of its body is mainly a gray-green color. There are also distinctive black bars on its lip. Its belly is gray-green with small dark spots along the edges. Most have distinctive light yellow spots on the top of the head."
marine iguana,amblyrhynchus cristatus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Iguanidae_Amblyrhynchus_Amblyrhynchus cristatus,"Marine iguanas are the only sea-going lizards in the world. They are usually black or gray but during the breeding period adult males gain green and red coloration. The dark skin pigment helps in shielding the animals from ultraviolet rays and also helps to warm their bodies. Young iguanas have a dorsal stripe of a lighter color. Their dorsal scales are a triangular shape and they have a long tail which propels them through water when swimming. They are often encrusted with a white substance, which mainly consists of excess salt excreted via their nasal glands."
northern saw-when owl,aegolius acadicus,Animalia_Chordata_Aves_Strigiformes_Strigidae_Aegolius_Aegolius acadicus,"The Northern saw-whet owl is a small bird of prey with bright yellow eyes native to North America. It has a round, light, white face with brown and cream streaks. The underparts are pale with dark shaded areas and the upper parts are brown or reddish with white spots. Juveniles have dark brown head and wings, and a tawny rust-colored breast and belly. There is also a distinctly white, Y shaped coloration between their eyes."
pine siskin,spinus pinus,Animalia_Chordata_Aves_Passeriformes_Fringillidae_Carduelinae_Spinus_Spinus pinus,"The pine siskin is brown on its upperparts and pale on its underparts, with heavy streaks over its body. Their tails are short and forked. Like most finches, their beaks are conical but are longer and more slender. Pine siskins have patches of yellow on their tails and wings, and sometimes white streaks on their wings as well. They are distinguished from other birds by their smaller size, the streaking marks and whitish or yellow patches on their wings, their notched tail and relatively slender bills."
broad-winged hawk,buteo platypterus,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_Buteo platypterus,"The Broad-winged hawk is a small bird of prey found in the Americas. As in most raptors, females are slightly larger than males. Broad-winged hawks' wings are relatively short and broad with a tapered, somewhat pointed appearance. Adult birds are dark brown with a white belly and chest containing horizontal barring. Their tail can be a dark grey-black with white lines along the middle, base, and tip. The young hawks have a slightly different coloring with more white and longitudinal barring instead of horizontal barring. The two types of coloration are a rare dark morph with fewer white areas and a light morph that is more pale overall."
boomslang,dispholidus typus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Dispholidus_Dispholidus typus,"The Boomslang is a large, highly venomous snake native to Africa. Its common name means ""tree snake"" in Afrikaans. These snakes have exceptionally large eyes, and their head has a characteristic egg-like shape. Boomslangs have excellent eyesight and often move the head from side to side to get a better view of objects directly in front. Coloration of their skin is very variable. Males are light green with black or blue scale edges, but adult females may be brown or grey in color."
common snapping turtle,chelydra serpentina,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Chelydridae_Chelydra_Chelydra serpentina,"The Common snapping turtle is a large freshwater turtle. It is noted for its combative disposition when out of the water with its powerful beak-like jaws, and highly mobile head and neck (hence the specific name serpentina, meaning ""snake-like""). These turtles have a rugged, muscular build with a ridged carapace (upper shell), although ridges tend to be more pronounced in younger individuals. The carapace (top of shell) varies in color from black to light brown. Males in this species are larger than females."
broad-footed mole,scapanus latimanus,Animalia_Chordata_Vertebrata_Mammalia_Eulipotyphla_Talpidae_Scapanus_Scapanus latimanus,"The Broad-footed mole is a species of mammal with wide forefeet that are designed for digging. These animals have dark brown to silvery fur and 40-44 unevenly spaced unicuspid teeth. Populations that live in more humid environments tend to have larger individuals than those from southern, drier areas. Males in this species are slightly larger than females."
american woodcock,scolopax minor,Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Scolopax_Scolopax minor,"The American woodcock is a small chunky shorebird found primarily in the eastern half of North America. Woodcocks spend most of their time on the ground in brushy, young-forest habitats, where the birds' brown, black, and gray plumage provides excellent camouflage. Because of the male woodcock's unique, beautiful courtship flights, these birds are welcomed as harbingers of spring in northern areas."
grass snake,natrix natrix,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Serpentes_Colubridae_Natrix_Natrix natrix,"The Grass snake is a Eurasian non-venomous snake. It is often found near water and feeds almost exclusively on amphibians. The Grass snake is typically dark green or brown in color with a characteristic yellow collar behind the head, which explains the alternative name Ringed snake. The color may also range from grey to black, with darker colours being more prevalent in colder regions, presumably owing to the thermal benefits of being dark in color. The underside is whitish with irregular blocks of black, which are useful in recognizing individuals."
black spiny-tailed iguana,ctenosaura similis,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Iguanidae_Ctenosaura_Ctenosaura similis,"Black spiny-tailed iguanas are large lizards native to Mexico and Central America. They have distinctively black, keeled scales on their long tails, which gives them their common name. They have a crest of long spines that extends down the center of the back. Although coloration varies extremely among individuals of the same population, adults usually have a whitish-gray or tan ground color with a series of 4-12 well-defined dark dorsal bands that extend nearly to the ventral scales. Males also develop an orange color around the head and throat during breeding season with highlights of blue and peach on their jowls."
black-and-white warbler,mniotilta varia,Animalia_Chordata_Aves_Passeriformes_Parulidae_Mniotilta_Mniotilta varia,"Black-and-white warblers are small songbirds that breed in northern and eastern parts of North America. True to their name, these birds are black and white in color. Both sexes have black and white crowns with a white eyebrow, black streaking on a white belly, black wings with two white wing bars, a black tail, a black-and-white streaked back, streaky undertail coverts, and grey-black legs and feet. Breeding males have a black-and-white streaked throat and black cheek, while females have a grey cheek and a white-cream colored throat and sides. Summer male black-and-white warblers are boldly streaked in black and white and have been described as flying humbugs. Each wing is black with two white wing bars. Female and juvenile plumages are similar but duller and less streaky than males."
black rat,rattus rattus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Muroidea_Muridae_Rattus_Rattus rattus,"The Black rat (otherwise called the Ship rat) has a hairless and extremely long tail that is longer than their head and body. Romans were the ones who introduced this species to Britain. As a matter of fact, the coat of the Black rat varies from black to grey-brown. As compared to Brown rats, these animals have smaller body and larger ears and eyes. The Black rats are accomplished climbers. They are capable of running along telephone wires, using their tails to balance while moving. The species is also called 'Roof rat' due to constructing their nests high in roof spaces."
blanding's turtle,emydoidea blandingii,Animalia_Chordata_Vertebrata_Reptilia_Testudines_Cryptodira_Emydidae_Emydoidea blandingii,"Blanding's turtle is an endangered semi-aquatic turtle native to the central and eastern parts of Canada and the United States. A distinguishing feature of this turtle is the bright yellow chin and throat. The carapace, or upper shell, is domed, but slightly flattened along the midline, and is oblong when viewed from above. The carapace is speckled with numerous yellow or light-colored flecks or streaks on a dark background. The plastron, or lower shell, is yellow with dark blotches symmetrically arranged. The head and legs are dark and usually speckled or mottled with yellow."
australian pelican,pelecanus conspicillatus,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Pelecanidae_Pelecanus_Pelecanus conspicillatus,"Australian pelican is a species of water birds. They are large in size, having the longest beak among all pelicans. Males are slightly bigger than females. These pelicans have four webbed toes on each foot. The Australian pelican has asmall hook at the tip of its beak, which has jagged edges and helps the bird hold down slippery fish. These pelicans have quite a delicate beak: the lower jaw has 2 feeble and thin articulated bones, holding the pouch. The Australian pelicans can easily get wet and cold because of not having enough water-repellent oil on their feathers. These birds are white in color, having black tips on tail and wings. The beak and pouch are pink while feet and legs are blue-gray. In addition, they have a gray colored stripe behind their head, stretching half way down the neck."
northern bobwhite,colinus virginianus,Animalia_Chordata_Aves_Galliformes_Odontophoridae_Colinus_Colinus virginianus,"The Northern bobwhite is a member of the order Galliformes, from the Latin ‘gallinaceus’, which means “of poultry.” They belong to the same order as domestic fowl, also including turkeys, grouse, pheasants, partridges and other quail. They are also members of the family Odontophoridae, New World quails with a serrated lower mandible. The strong whistle of a bobwhite in piney woods or a grassy field has long been associated with summer in the countryside of the east of the American continent. It’s much harder to sight a northern bobwhite, as its elegantly dappled plumage affords excellent camouflage. These birds are more often heard than seen; although they are not especially shy, often they remain within dense low cover."
ring-necked duck,aythya collaris,Animalia_Chordata_Aves_Anseriformes_Anatidae_Aythya_Aythya collaris,"The Ring-necked duck is a small diving duck from North America. Males are a little bit bigger than females. They have two white rings surrounding their gray bill, a shiny black angular head, black back, white line on the wings, a white breast and yellow eyes. Females have a grayish-brown angular head and body with a dark brown back, a dark bill with a more subtle light band than the male, grayish-blue feet and brown eyes with white rings surrounding them. The cinnamon neck ring is usually difficult to observe, which is why the bird is sometimes referred to as a ""ringbill""."
white-bellied sea eagle,haliaeetus leucogaster,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Haliaeetus_Haliaeetus leucogaster,"The White-bellied sea eagle is a large diurnal bird of prey that breeds and hunts near water, and fish form around half of its diet. This bird has a white head, rump and underparts, and dark or slate-grey back and wings. In flight, the black flight feathers on the wings are easily seen when the bird is viewed from below. The large, hooked bill is a leaden blue-grey with a darker tip, and the eyes are dark brown. The legs and feet are yellow or grey, with long black talons (claws). Like many raptors, the female is slightly larger than the male. Immature birds have brown plumage, which is gradually replaced by white until the age of five or six years."
beech marten,martes foina,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Caniformia_Mustelidae_Martes_Martes foina,"Cute, smart and mischievous like a weasel, the Beech marten is native to much of Central Asia and Europe, although there is a feral population within North America. These martens range in color from pale grayish brown to dark brown. A buffy or white streak can be seen below the chin, reaching from the animal’s neck to its chest. In some eastern and southern regions the white streak is absent. The young have gray fur on their backs. The Beech marten is about the same size as a domestic cat, but has a more slender body."
montagu's harrier,circus pygargus,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Circus_Circus pygargus,"The Montagu's harrier is a migratory bird of prey. Adult males are characterized by their overall pale grey plumage contrasting with black wingtips. Adult females have mostly pale yellow-brown underparts, the belly with longitudinal stripes and spotted wing coverts. The upperparts are uniform dark brown except for the white upper tail coverts (""rump""), and the sightly paler central wing coverts. The juvenile birds resemble the females, but their belly and underwing coverts are not spotted, but uniformly red-brown in color."
northern short-tailed shrew,blarina brevicauda,Animalia_Chordata_Vertebrata_Mammalia_Eulipotyphla_Soricidae_Blarina_Blarina brevicauda,"The Northern short-tailed shrew is the largest shrew in its genus and occurs in the northeastern region of North America. It is a highly active, and voracious insectivore. It is notable in that it is one of the few venomous mammals. The dorsal fur is thick and velvety and can be black, brownish black, or silvery gray, with the ventral fur being a bit lighter and grayer. These shrews molt from a summer coat which is shorter and paler than the winter pelage in October and November, and back again sometime in February through July."
red squirrel,sciurus vulgaris,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Sciurus_Sciurus vulgaris,"This attractive little mammal has a chestnut colored upper body, with a buff to cream underside, distinctive ear tufts and a very fluffy tail. The color of the coat ranges from black to red, with red being the most common color in Great Britain. The squirrel sheds its coat two times a year, having a thinner coat in summer and a thicker, darker one in winter, its ear tufts being noticeably larger between August and November. The Eurasian red squirrel, with its lighter, redder coat color, ear-tufts and smaller size is able to be distinguished from the American eastern grey squirrel"
harris's antelope squirrel,ammospermophilus harrisii,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Ammospermophilus_Ammospermophilus harrisii,"Harris's antelope squirrels are rodents that are often mistaken for chipmunks. These antelope squirrels have distinctive markings on their grey fur, with brown highlights on the sides and legs and a white strip down the side of the torso and encircling their eyes. In the winter their fur grows longer and becomes softer than in the summer."
brown pelican,pelecanus occidentalis,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Pelecanidae_Pelecanus_Pelecanus occidentalis,"The Brown pelican has been described as a comically elegant bird. It has a big bill, sinuous neck, and large, dark body. Groups of them glide above surf along western and southern coasts, gracefully echoing the waves with their rise and fall. They plunge-dive from high up to feed, the force of impact serving to stun small fish, which they then scoop up. Today this species is fairly common—a good example of recovery from the pesticide pollution that once threatened them with extinction."
emu,dromaius novaehollandiae,Animalia_Chordata_Aves_Casuariiformes_Casuariidae_Dromaius_Dromaius novaehollandiae,"The emu is one of the most famous animals of Australia, a tall flightless bird, second in height to the ostrich. Adults have a covering of shaggy gray-brown feathers, apart from the head and neck, which are mostly naked and bluish-black. Their wings are greatly reduced in size, but they have long and powerful legs. There are three forward-facing toes on each foot, but no hind toe. Most emus are seen along roadsides, near a barrier like a fence, which suggests close association, but emus are not really social birds, except for the young, which remain with their father."
american coot,fulica americana,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Gruiformes_Rallidae_Fulica_Fulica americana,"The waterborne American coot has a small head and thin legs. Its dark body and white face is a common sight on nearly any open water throughout the continent, often mixing with ducks. Despite this, they are closer relatives of the Long-legged sandhill crane and the almost invisible rails than of teal or mallards."
magpie-lark,grallina cyanoleuca,Animalia_Chordata_Aves_Passeriformes_Monarchidae_Grallina_Grallina cyanoleuca,"The Magpie-lark is a small to medium-sized Australian bird. The male and female are similar from a distance but easy to tell apart: the female has a white throat, the male a black throat and a white ""eyebrow"". Juveniles and immatures have the white throat of the female and the black eyestripe of the male, and a white belly."
waterbuck,kobus ellipsiprymnus,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Kobus_Kobus ellipsiprymnus,"The waterbuck is a large antelope found widely in sub-Saharan Africa. Its shaggy coat is reddish-brown to grey and becomes progressively darker with age. Males are darker than females. There is a cream-colored patch (called ""bib"") on the throat. The long, spiral horns, present only on males, curve backward, then forward, and are 55-99 cm (22-39 in) long."
black-tailed prairie dog,cynomys ludovicianus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Cynomys_Cynomys ludovicianus,"Prairie dogs are named for the dog-like yip they make, but in fact are fairly big, stout, ground-dwelling squirrels. Black-tailed prairie dogs are generally pinkish-brown to tan on their upper parts and buff to whitish on their lower parts. Their name comes from the distinctive black tip on their short tail. The color of their coat varies slightly as the seasons change, their body hair tipped with black in winter and white in summer. There are no strong different characteristics that separate the genders, although males are usually heavier than females."
siberian chipmunk,eutamias sibiricus,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Sciuridae_Eutamias_Eutamias sibiricus,"Siberian chipmunk is an adorable, small squirrel that is currently a very popular pet species. This rodent is identified by 5 dark and 4 light bands, stretching down its back. The overall coloration of its coat is yellow to brown. The chest and belly exhibit white colored fur. In spite of its small mouth, the animal has large, extensile pouches on tis cheeks, which expand as much as 3 times the size of its head."
argentine black and white tegu,salvator merianae,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Teiidae_Salvator_Salvator merianae,"The Argentine black and white tegu is a large lizard native to South America. These lizards are popular as pets because they have unusually high intelligence and can also be house-broken. As hatchlings, these tegus have an emerald green color from the tip of their snout to midway down their neck with black markings. The emerald green becomes black several months after shedding. As a young tegu, the tail is banded yellow and black; as it ages, the solid yellow bands nearest the body change to areas of weak speckling. Fewer solid bands indicate an older animal. A tegu can drop a section of its tail as a distraction if attacked. The tail is also used as a weapon to swipe at an aggressor; even a half-hearted swipe can leave a bruise. The females are usually much smaller than males. They have beaded skin and stripes running down their bodies."
tree swallow,tachycineta bicolor,Animalia_Chordata_Aves_Passeriformes_Hirundinidae_Tachycineta_Tachycineta bicolor,"The Tree swallow is a migratory American swallow that spends most of its time flying and chasing after insects in acrobatic twists and turns. It has glossy blue-green upperparts, with the exception of the blackish wings and tail, and white underparts. Its bill is black, the eyes dark brown, and the legs and feet pale brown. The female is generally duller than the male, and the first-year female has mostly brown upperparts, with some blue feathers. Juveniles have brown upperparts and a grey-brown-washed breast."
